time,open,high,low,close,volume
2020-01-06,7.0,7.0,7.0,7.0,0
2020-01-07,7.0,7.0,7.0,7.0,0
2020-01-08,7.0,7.0,7.0,7.0,0
2020-01-09,7.0,7.0,7.0,7.0,0
2020-01-10,7.0,7.0,7.0,7.0,0
2020-01-13,7.0,7.0,7.0,7.0,0
2020-01-14,7.0,7.0,7.0,7.0,0
2020-01-15,7.0,7.0,7.0,7.0,0
2020-01-16,7.0,7.0,7.0,7.0,0
2020-01-17,7.0,7.0,7.0,7.0,0
2020-01-20,7.0,7.0,7.0,7.0,0
2020-01-21,7.0,7.0,7.0,7.0,0
2020-01-22,7.0,7.0,7.0,7.0,0
2020-01-30,7.0,7.0,7.0,7.0,0
2020-01-31,7.0,7.0,7.0,7.0,0
2020-02-03,7.0,7.0,7.0,7.0,0
2020-02-04,7.0,7.0,7.0,7.0,0
2020-02-05,7.0,7.0,7.0,7.0,0
2020-02-06,7.0,7.0,7.0,7.0,0
2020-02-07,7.0,7.0,7.0,7.0,0
2020-02-10,7.0,7.0,7.0,7.0,0
2020-02-11,7.0,7.0,7.0,7.0,0
2020-02-12,7.0,7.0,7.0,7.0,0
2020-02-13,7.0,7.0,7.0,7.0,0
2020-02-14,7.0,7.0,7.0,7.0,0
2020-02-17,7.0,7.0,7.0,7.0,0
2020-02-18,7.0,7.0,7.0,7.0,0
2020-02-19,7.0,7.0,7.0,7.0,0
2020-02-20,7.0,7.0,7.0,7.0,0
2020-02-21,7.0,7.0,7.0,7.0,0
2020-02-24,7.0,7.0,7.0,7.0,0
2020-02-25,7.0,7.0,7.0,7.0,0
2020-02-26,7.0,7.0,7.0,7.0,0
2020-02-27,7.0,7.0,7.0,7.0,0
2020-02-28,7.0,7.0,7.0,7.0,0
2020-03-02,7.0,7.0,7.0,7.0,0
2020-03-03,7.0,7.0,7.0,7.0,0
2020-03-04,7.0,7.0,7.0,7.0,0
2020-03-05,7.0,7.0,7.0,7.0,0
2020-03-06,7.0,7.0,7.0,7.0,0
2020-03-09,7.0,7.0,7.0,7.0,0
2020-03-10,7.0,7.0,7.0,7.0,0
2020-03-11,7.0,7.0,7.0,7.0,0
2020-03-12,7.0,7.0,7.0,7.0,0
2020-03-13,7.0,7.0,7.0,7.0,0
2020-03-16,7.0,7.0,7.0,7.0,0
2020-03-17,7.0,7.0,7.0,7.0,0
2020-03-18,7.0,7.0,7.0,7.0,0
2020-03-19,7.0,7.0,7.0,7.0,0
2020-03-20,7.0,7.0,7.0,7.0,0
2020-03-23,7.0,7.0,7.0,7.0,0
2020-03-24,7.0,7.0,7.0,7.0,0
2020-03-25,7.0,7.0,7.0,7.0,0
2020-03-26,7.0,7.0,7.0,7.0,0
2020-03-27,7.0,7.0,7.0,7.0,0
2020-03-30,7.0,7.0,7.0,7.0,0
2020-03-31,7.0,7.0,7.0,7.0,0
2020-04-01,7.0,7.0,7.0,7.0,0
2020-04-03,7.0,7.0,7.0,7.0,0
2020-04-06,7.0,7.0,7.0,7.0,0
2020-04-07,7.0,7.0,7.0,7.0,0
2020-04-08,7.0,7.0,7.0,7.0,0
2020-04-09,7.0,7.0,7.0,7.0,0
2020-04-10,7.0,7.0,7.0,7.0,0
2020-04-13,7.0,7.0,7.0,7.0,0
2020-04-14,7.0,7.0,7.0,7.0,0
2020-04-15,7.0,7.0,7.0,7.0,0
2020-04-16,7.0,7.0,7.0,7.0,0
2020-04-17,7.0,7.0,7.0,7.0,0
2020-04-20,7.0,7.0,7.0,7.0,0
2020-04-21,7.0,7.0,7.0,7.0,0
2020-04-22,7.0,7.0,7.0,7.0,0
2020-04-23,7.0,7.0,7.0,7.0,0
2020-04-24,7.0,7.0,7.0,7.0,0
2020-04-27,7.0,7.0,7.0,7.0,0
2020-04-28,7.0,7.0,7.0,7.0,0
2020-04-29,7.0,7.0,7.0,7.0,0
2020-05-04,7.0,7.0,7.0,7.0,0
2020-05-05,7.0,7.0,7.0,7.0,0
2020-05-06,7.0,7.0,7.0,7.0,0
2020-05-07,7.0,7.0,7.0,7.0,0
2020-05-08,7.0,7.0,7.0,7.0,0
2020-05-11,7.0,7.0,7.0,7.0,0
2020-05-12,7.0,7.0,7.0,7.0,0
2020-05-13,7.0,7.0,7.0,7.0,0
2020-05-14,7.0,7.0,7.0,7.0,0
2020-05-15,9.6,9.6,9.6,9.6,100
2020-05-18,9.6,9.6,9.6,9.6,0
2020-05-19,9.6,9.6,9.6,9.6,0
2020-05-20,9.6,9.6,9.6,9.6,0
2020-05-21,9.6,9.6,9.6,9.6,0
2020-05-22,9.6,9.6,9.6,9.6,0
2020-05-25,9.6,9.6,9.6,9.6,0
2020-05-26,9.6,9.6,9.6,9.6,0
2020-05-27,9.6,9.6,9.6,9.6,0
2020-05-28,9.6,9.6,9.6,9.6,0
2020-05-29,9.6,9.6,9.6,9.6,0
2020-06-01,9.6,9.6,9.6,9.6,0
2020-06-02,9.6,9.6,9.6,9.6,0
2020-06-03,9.6,9.6,9.6,9.6,0
2020-06-04,9.6,9.6,9.6,9.6,0
2020-06-05,9.6,9.6,9.6,9.6,0
2020-06-08,8.2,8.2,8.2,8.2,100
2020-06-09,7.0,7.0,7.0,7.0,100
2020-06-10,7.0,7.0,7.0,7.0,0
2020-06-11,7.0,7.0,7.0,7.0,0
2020-06-12,7.0,7.0,7.0,7.0,0
2020-06-15,7.0,7.0,7.0,7.0,0
2020-06-16,7.0,7.0,7.0,7.0,0
2020-06-17,7.0,7.0,7.0,7.0,0
2020-06-18,7.0,7.0,7.0,7.0,0
2020-06-19,7.0,7.0,7.0,7.0,0
2020-06-22,7.0,7.0,7.0,7.0,0
2020-06-23,7.0,7.0,7.0,7.0,0
2020-06-24,7.0,7.0,7.0,7.0,0
2020-06-25,6.1,6.1,6.1,6.1,100
2020-06-26,7.0,7.0,7.0,7.0,100
2020-06-29,7.0,7.0,7.0,7.0,0
2020-06-30,7.0,7.0,7.0,7.0,0
2020-07-01,7.0,7.0,7.0,7.0,0
2020-07-02,7.0,7.0,7.0,7.0,0
2020-07-03,7.0,7.0,7.0,7.0,0
2020-07-06,7.0,7.0,7.0,7.0,0
2020-07-07,7.0,7.0,7.0,7.0,100
2020-07-08,7.0,7.0,7.0,7.0,0
2020-07-09,7.0,7.0,7.0,7.0,0
2020-07-10,7.0,7.0,7.0,7.0,0
2020-07-13,7.0,7.0,7.0,7.0,0
2020-07-14,7.0,7.0,7.0,7.0,0
2020-07-15,7.0,7.0,7.0,7.0,0
2020-07-16,7.0,7.0,7.0,7.0,0
2020-07-17,7.0,7.0,7.0,7.0,0
2020-07-20,7.0,7.0,7.0,7.0,0
2020-07-21,6.0,6.0,6.0,6.0,1500
2020-07-22,5.2,5.2,5.1,5.1,3100
2020-07-23,4.6,4.6,4.4,4.4,3200
2020-07-24,4.5,4.5,4.5,4.4,0
2020-07-27,4.5,4.5,4.5,4.4,0
2020-07-28,4.5,4.5,4.5,4.4,0
2020-07-29,4.5,4.5,4.5,4.4,0
2020-07-30,4.5,4.5,4.5,4.4,0
2020-07-31,4.5,4.5,4.5,4.4,0
2020-08-03,5.0,5.1,5.0,5.1,3100
2020-08-04,5.1,5.1,5.1,5.1,0
2020-08-05,5.1,5.1,5.1,5.1,0
2020-08-06,5.1,5.1,5.1,5.1,0
2020-08-07,5.1,5.1,5.1,5.1,0
2020-08-10,5.1,5.1,5.1,5.1,0
2020-08-11,5.1,5.1,5.1,5.1,0
